"StudentId","CourseField","YearLevel","GradePercent"
250,"Math",2,66
250,"Biology",4,61
251,"Physics",3,73
251,"Math",3,55
251,"Chemistry",1,99
251,"Math",1,45
251,"Chemistry",4,90
251,"Physics",3,67
251,"Chemistry",2,97
251,"Chemistry",3,54
251,"Chemistry",4,45
251,"Physics",2,61
252,"Chemistry",4,75
252,"Chemistry",2,70
252,"Chemistry",4,72
252,"Biology",2,79
252,"Math",1,86
252,"Physics",2,54
252,"Biology",3,87
252,"Math",2,87
252,"Math",4,96
252,"Math",1,96
253,"Biology",4,48
253,"Chemistry",4,80
253,"Chemistry",2,74
253,"Physics",2,99
253,"Physics",3,69
253,"Physics",2,77
253,"Physics",4,65
253,"Math",4,50
253,"Chemistry",4,69
253,"Physics",1,99
254,"Math",4,71
254,"Biology",4,89
254,"Physics",3,80
254,"Physics",4,73
254,"Physics",4,95
254,"Chemistry",1,60
254,"Physics",3,63
254,"Math",2,59
254,"Math",1,76
254,"Physics",4,47
255,"Physics",2,93
255,"Physics",2,49
255,"Chemistry",1,65
255,"Chemistry",3,81
255,"Math",2,56
255,"Physics",1,46
255,"Chemistry",4,60
255,"Biology",3,82
255,"Physics",2,89
255,"Math",1,61
256,"Chemistry",4,50
256,"Biology",4,94
256,"Biology",1,87
256,"Physics",4,81
256,"Chemistry",4,78
256,"Chemistry",3,68
256,"Chemistry",4,50
256,"Biology",4,92
256,"Physics",1,63
256,"Physics",3,61
257,"Chemistry",4,87
257,"Math",1,53
257,"Math",3,91
257,"Math",1,72
257,"Math",2,89
257,"Chemistry",2,88
257,"Chemistry",3,81
257,"Physics",2,46
257,"Physics",4,99
257,"Chemistry",1,85
258,"Biology",1,99
258,"Biology",4,57
258,"Math",4,46
258,"Math",3,95
258,"Physics",2,96
258,"Biology",1,81
258,"Math",2,49
258,"Biology",4,52
258,"Physics",4,87
258,"Chemistry",4,60
259,"Physics",1,94
259,"Physics",1,61
259,"Chemistry",2,76
259,"Physics",1,77
259,"Physics",3,94
259,"Biology",3,58
259,"Math",1,63
259,"Chemistry",4,81
259,"Math",1,62
259,"Chemistry",4,74
260,"Math",4,62
260,"Biology",4,70
260,"Chemistry",2,80
260,"Biology",2,55
260,"Biology",4,54
260,"Physics",2,78
260,"Math",2,80
260,"Physics",3,52
260,"Physics",4,99
260,"Physics",4,46
261,"Math",1,85
261,"Physics",1,84
261,"Math",4,54
261,"Physics",1,97
261,"Math",4,73
261,"Biology",2,60
261,"Chemistry",2,46
261,"Math",1,52
261,"Math",1,82
261,"Chemistry",4,55
262,"Chemistry",3,68
262,"Math",4,65
262,"Biology",3,92
262,"Biology",3,97
262,"Physics",4,81
262,"Math",2,74
262,"Chemistry",4,68
262,"Biology",1,48
262,"Chemistry",4,91
262,"Physics",1,74
263,"Math",3,55
263,"Biology",4,46
263,"Chemistry",3,81
263,"Math",1,80
263,"Math",4,82
263,"Physics",3,89
263,"Physics",1,59
263,"Math",1,63
263,"Biology",4,66
263,"Math",2,85
264,"Physics",3,98
264,"Biology",3,96
264,"Physics",2,76
264,"Chemistry",4,62
264,"Math",2,74
264,"Math",2,48
264,"Physics",2,76
264,"Math",1,86
264,"Biology",4,97
264,"Biology",1,73
265,"Math",3,66
265,"Physics",2,54
265,"Physics",3,70
265,"Chemistry",2,75
265,"Biology",2,95
265,"Biology",3,98
265,"Biology",4,68
265,"Math",3,85
265,"Chemistry",4,68
265,"Physics",2,89
266,"Math",2,98
266,"Biology",3,89
266,"Chemistry",4,98
266,"Math",1,78
266,"Chemistry",2,56
266,"Chemistry",1,89
266,"Physics",4,66
266,"Biology",3,58
266,"Chemistry",1,63
266,"Chemistry",2,55
267,"Math",3,89
267,"Physics",1,50
267,"Physics",2,53
267,"Biology",4,82
267,"Math",1,55
267,"Chemistry",2,63
267,"Math",2,67
267,"Physics",2,47
267,"Physics",1,57
267,"Math",3,67
268,"Biology",3,56
268,"Chemistry",2,54
268,"Biology",1,50
268,"Biology",2,98
268,"Biology",2,82
268,"Physics",4,94
268,"Chemistry",2,58
268,"Biology",2,95
268,"Physics",3,58
268,"Math",3,98
269,"Physics",4,69
269,"Physics",3,52
269,"Math",2,84
269,"Physics",4,95
269,"Math",4,48
269,"Math",4,67
269,"Biology",2,50
269,"Biology",3,65
269,"Chemistry",2,57
269,"Chemistry",1,67
270,"Biology",2,64
270,"Math",2,48
270,"Math",2,69
270,"Physics",4,55
270,"Math",1,84
270,"Physics",3,72
270,"Physics",4,56
270,"Math",1,46
270,"Physics",3,75
270,"Biology",2,58
271,"Math",2,87
271,"Biology",3,98
271,"Biology",4,83
271,"Math",4,81
271,"Physics",3,89
271,"Biology",2,54
271,"Physics",1,53
271,"Math",2,68
271,"Chemistry",4,62
271,"Math",1,95
272,"Biology",2,92
272,"Biology",3,50
272,"Chemistry",3,81
272,"Physics",4,75
272,"Physics",2,82
272,"Biology",3,75
272,"Biology",1,46
272,"Math",1,87
272,"Chemistry",2,99
272,"Math",1,45
273,"Biology",3,70
273,"Chemistry",3,55
273,"Biology",1,46
273,"Chemistry",4,65
273,"Biology",4,58
273,"Math",3,91
273,"Chemistry",2,64
273,"Chemistry",2,55
273,"Chemistry",2,71
273,"Chemistry",1,49
274,"Chemistry",2,88
274,"Biology",3,96
274,"Physics",1,75
274,"Chemistry",3,50
274,"Biology",1,59
274,"Chemistry",3,64
274,"Physics",2,99
274,"Math",4,89
274,"Biology",1,45
274,"Chemistry",1,71
275,"Physics",2,92
275,"Biology",4,66
275,"Math",2,73
275,"Chemistry",1,45
275,"Chemistry",4,67
275,"Biology",4,93
275,"Physics",1,83
275,"Math",3,47
275,"Chemistry",4,54
275,"Physics",1,78
276,"Physics",2,54
276,"Chemistry",1,91
276,"Chemistry",4,85
276,"Biology",3,89
276,"Math",4,76
276,"Math",3,99
276,"Physics",4,63
276,"Chemistry",3,72
276,"Math",3,69
276,"Chemistry",3,49
277,"Physics",3,94
277,"Chemistry",1,53
277,"Biology",2,83
277,"Biology",2,100
277,"Chemistry",4,98
277,"Biology",2,83
277,"Biology",2,69
277,"Chemistry",2,98
277,"Math",1,68
277,"Biology",1,76
278,"Physics",2,100
278,"Biology",3,50
278,"Chemistry",2,97
278,"Physics",1,50
278,"Physics",3,60
278,"Math",4,86
278,"Chemistry",1,53
278,"Chemistry",1,69
278,"Chemistry",4,76
278,"Biology",2,46
279,"Biology",3,97
279,"Chemistry",2,70
279,"Biology",1,78
279,"Physics",3,47
279,"Math",2,83
279,"Chemistry",3,75
279,"Math",1,98
279,"Math",2,63
279,"Chemistry",3,87
279,"Math",2,73
280,"Chemistry",2,72
280,"Math",2,68
280,"Math",1,65
280,"Math",1,60
280,"Chemistry",4,88
280,"Chemistry",4,71
280,"Chemistry",1,91
280,"Biology",1,93
280,"Biology",3,68
280,"Physics",4,56
281,"Math",4,64
281,"Physics",4,68
281,"Biology",1,45
281,"Physics",2,61
281,"Physics",3,79
281,"Chemistry",2,74
281,"Physics",2,70
281,"Math",1,100
281,"Math",2,46
281,"Math",3,67
282,"Chemistry",4,95
282,"Physics",4,71
282,"Biology",3,47
282,"Math",2,56
282,"Biology",4,97
282,"Biology",1,83
282,"Physics",1,85
282,"Math",4,95
282,"Biology",2,51
282,"Physics",4,80
283,"Math",4,89
283,"Biology",1,55
283,"Physics",4,47
283,"Math",2,68
283,"Biology",3,72
283,"Math",3,88
283,"Chemistry",1,61
283,"Physics",3,78
283,"Math",1,83
283,"Chemistry",2,89
284,"Chemistry",1,62
284,"Biology",4,71
284,"Physics",4,83
284,"Chemistry",2,53
284,"Physics",2,58
284,"Math",2,56
284,"Biology",4,77
284,"Math",3,68
284,"Chemistry",3,66
284,"Biology",1,69
285,"Math",1,45
285,"Physics",2,70
285,"Physics",3,95
285,"Physics",1,74
285,"Chemistry",1,45
285,"Chemistry",3,68
285,"Physics",1,60
285,"Biology",3,99
285,"Math",1,76
285,"Physics",3,97
286,"Math",4,47
286,"Math",1,78
286,"Math",2,79
286,"Chemistry",1,69
286,"Biology",2,75
286,"Math",1,70
286,"Math",3,86
286,"Physics",3,66
286,"Chemistry",1,90
286,"Physics",1,93
287,"Chemistry",1,92
287,"Physics",1,52
287,"Math",1,77
287,"Math",3,100
287,"Physics",3,82
287,"Chemistry",2,73
287,"Physics",3,64
287,"Biology",2,63
287,"Chemistry",3,54
287,"Biology",3,60
288,"Math",1,76
288,"Chemistry",1,100
288,"Math",4,70
288,"Physics",1,68
288,"Chemistry",1,58
288,"Chemistry",3,85
288,"Chemistry",3,82
288,"Physics",3,83
288,"Math",2,50
288,"Biology",4,86
289,"Chemistry",3,87
289,"Biology",2,52
289,"Biology",2,54
289,"Physics",4,74
289,"Physics",3,56
289,"Biology",3,60
289,"Chemistry",4,67
289,"Biology",1,92
289,"Biology",4,50
289,"Math",3,49
290,"Biology",2,98
290,"Chemistry",3,46
290,"Biology",2,97
290,"Math",2,98
290,"Physics",2,72
290,"Biology",2,94
290,"Biology",1,84
290,"Chemistry",1,74
290,"Math",4,66
290,"Biology",2,82
291,"Biology",4,84
291,"Chemistry",2,79
291,"Chemistry",3,47
291,"Math",1,56
291,"Physics",4,88
291,"Physics",3,51
291,"Physics",3,80
291,"Physics",1,62
291,"Physics",3,77
291,"Biology",3,99
292,"Chemistry",1,72
292,"Math",2,54
292,"Chemistry",1,47
292,"Biology",2,70
292,"Physics",4,81
292,"Chemistry",4,53
292,"Math",4,49
292,"Physics",3,80
292,"Chemistry",2,50
292,"Math",4,92
293,"Math",2,99
293,"Math",1,77
293,"Biology",3,80
293,"Biology",2,64
293,"Physics",2,84
293,"Chemistry",4,77
293,"Chemistry",1,77
293,"Chemistry",2,95
293,"Physics",3,94
293,"Math",4,69
294,"Chemistry",3,81
294,"Math",3,66
294,"Chemistry",4,58
294,"Math",4,54
294,"Math",1,86
294,"Chemistry",4,75
294,"Math",3,77
294,"Math",4,93
294,"Physics",4,69
294,"Physics",4,60
295,"Biology",2,98
295,"Physics",3,100
295,"Physics",4,99
295,"Physics",2,61
295,"Biology",3,57
295,"Biology",3,80
295,"Chemistry",2,83
295,"Math",4,76
295,"Biology",3,66
295,"Biology",1,52
296,"Physics",2,55
296,"Math",1,54
296,"Math",1,72
296,"Biology",3,90
296,"Physics",2,78
296,"Math",3,77
296,"Chemistry",4,72
296,"Math",3,64
296,"Biology",2,96
296,"Biology",2,62
297,"Chemistry",1,59
297,"Physics",2,78
297,"Chemistry",2,63
297,"Physics",3,83
297,"Biology",1,84
297,"Math",2,73
297,"Chemistry",4,47
297,"Chemistry",1,96
297,"Physics",3,53
297,"Physics",2,66
298,"Physics",3,60
298,"Physics",1,88
298,"Biology",4,84
298,"Physics",3,46
298,"Chemistry",2,77
298,"Biology",4,86
298,"Math",3,81
298,"Biology",3,85
298,"Math",2,89
298,"Math",3,93
299,"Physics",3,80
299,"Chemistry",4,97
299,"Chemistry",3,50
299,"Chemistry",4,60
299,"Biology",2,94
299,"Biology",4,86
299,"Math",4,52
299,"Math",4,67
299,"Chemistry",4,51
299,"Math",4,56
300,"Physics",3,88
300,"Physics",1,87
300,"Math",3,99
300,"Chemistry",4,85
300,"Chemistry",1,86
300,"Chemistry",1,95
300,"Biology",3,57
300,"Biology",1,76
300,"Biology",2,94
300,"Physics",3,93
301,"Physics",3,93
301,"Biology",1,73
301,"Physics",3,73
301,"Chemistry",3,94
301,"Physics",3,61
301,"Chemistry",2,73
301,"Chemistry",2,68
301,"Biology",4,94
301,"Biology",4,88
301,"Math",3,89
302,"Biology",3,68
302,"Chemistry",2,81
302,"Physics",1,72
302,"Chemistry",1,48
302,"Biology",3,80
302,"Chemistry",4,85
302,"Chemistry",2,87
302,"Physics",3,63
302,"Physics",1,78
302,"Chemistry",1,81
303,"Physics",4,64
303,"Chemistry",3,76
303,"Math",1,59
303,"Chemistry",3,77
303,"Chemistry",2,95
303,"Biology",4,94
303,"Chemistry",2,84
303,"Chemistry",1,69
303,"Biology",4,96
303,"Chemistry",1,86
304,"Physics",2,64
304,"Biology",3,54
304,"Physics",1,67
304,"Chemistry",4,60
304,"Biology",1,61
304,"Math",3,99
304,"Chemistry",2,85
304,"Biology",4,79
304,"Physics",3,84
304,"Math",3,98
305,"Math",1,96
305,"Chemistry",2,71
305,"Chemistry",2,64
305,"Biology",2,50
305,"Chemistry",4,79
305,"Biology",3,51
305,"Chemistry",1,81
305,"Math",4,90
305,"Physics",3,83
305,"Math",4,60
306,"Chemistry",2,70
306,"Chemistry",4,93
306,"Biology",3,73
306,"Physics",3,61
306,"Chemistry",2,97
306,"Biology",3,91
306,"Biology",3,96
306,"Biology",2,84
306,"Chemistry",2,51
306,"Math",1,68
307,"Physics",3,79
307,"Physics",3,93
307,"Biology",2,64
307,"Chemistry",1,57
307,"Physics",2,47
307,"Math",2,99
307,"Chemistry",3,65
307,"Physics",2,67
307,"Chemistry",3,62
307,"Physics",4,97
308,"Biology",4,74
308,"Math",4,48
308,"Biology",3,56
308,"Math",1,98
308,"Physics",2,96
308,"Biology",2,84
308,"Math",3,89
308,"Physics",4,81
308,"Chemistry",1,70
308,"Physics",2,69
309,"Math",2,62
309,"Physics",4,52
309,"Chemistry",4,54
309,"Chemistry",1,80
309,"Math",1,46
309,"Chemistry",1,65
309,"Biology",3,65
309,"Chemistry",1,75
309,"Physics",2,51
309,"Chemistry",4,85
310,"Physics",4,91
310,"Chemistry",3,82
310,"Chemistry",2,54
310,"Math",4,57
310,"Math",1,78
310,"Math",1,62
310,"Biology",3,94
310,"Chemistry",2,84
310,"Chemistry",3,66
310,"Chemistry",4,51
311,"Biology",2,67
311,"Math",2,50
311,"Math",4,52
311,"Biology",2,89
311,"Chemistry",1,52
311,"Physics",3,54
311,"Physics",3,88
311,"Biology",1,95
311,"Chemistry",1,77
311,"Chemistry",4,86
312,"Physics",1,52
312,"Biology",4,85
312,"Chemistry",1,72
312,"Biology",2,69
312,"Physics",1,91
312,"Biology",3,79
312,"Physics",1,51
312,"Biology",1,53
312,"Math",2,82
312,"Math",2,85
313,"Chemistry",1,79
313,"Math",2,74
313,"Math",2,64
313,"Biology",1,65
313,"Chemistry",4,87
313,"Physics",4,99
313,"Physics",2,83
313,"Chemistry",2,76
313,"Biology",4,49
313,"Biology",1,72
314,"Biology",2,78
314,"Physics",3,84
314,"Math",2,79
314,"Math",4,71
314,"Physics",2,78
314,"Math",2,99
314,"Chemistry",3,81
314,"Physics",3,92
314,"Biology",3,53
314,"Math",3,69
315,"Math",2,60
315,"Math",1,51
315,"Biology",2,65
315,"Biology",3,89
315,"Physics",3,73
315,"Biology",1,65
315,"Physics",3,76
315,"Biology",4,79
315,"Physics",3,54
315,"Math",3,51
316,"Biology",3,48
316,"Biology",1,56
316,"Math",4,69
316,"Physics",2,75
316,"Biology",1,96
316,"Chemistry",1,99
316,"Physics",2,60
316,"Biology",4,50
316,"Physics",3,93
316,"Math",4,74
317,"Chemistry",3,54
317,"Chemistry",3,73
317,"Chemistry",2,76
317,"Physics",3,45
317,"Biology",3,65
317,"Physics",4,49
317,"Chemistry",2,69
317,"Chemistry",2,90
317,"Physics",1,90
317,"Math",2,59
318,"Math",2,59
318,"Biology",2,64
318,"Chemistry",2,46
318,"Biology",3,64
318,"Chemistry",2,99
318,"Biology",1,84
318,"Biology",4,68
318,"Physics",3,86
318,"Biology",4,93
318,"Chemistry",1,68
319,"Chemistry",1,90
319,"Chemistry",2,56
319,"Chemistry",4,75
319,"Biology",3,66
319,"Biology",1,78
319,"Biology",3,90
319,"Biology",3,96
319,"Biology",1,78
319,"Chemistry",3,59
319,"Chemistry",1,52
320,"Chemistry",2,67
320,"Physics",3,74
320,"Chemistry",3,100
320,"Biology",1,69
320,"Chemistry",1,59
320,"Math",1,93
320,"Math",2,81
320,"Math",3,49
320,"Biology",2,64
320,"Biology",4,82
321,"Biology",3,94
321,"Chemistry",2,64
321,"Math",4,69
321,"Math",3,50
321,"Physics",4,97
321,"Math",3,84
321,"Math",1,74
321,"Math",4,93
321,"Math",1,76
321,"Biology",4,61
322,"Chemistry",2,62
322,"Physics",4,59
322,"Math",3,76
322,"Chemistry",4,75
322,"Physics",1,66
322,"Chemistry",4,90
322,"Physics",2,75
322,"Math",3,77
322,"Physics",4,69
322,"Chemistry",1,67
323,"Chemistry",1,47
323,"Chemistry",1,89
323,"Biology",1,86
323,"Math",1,87
323,"Chemistry",1,81
323,"Biology",1,61
323,"Physics",3,58
323,"Math",1,76
323,"Physics",2,79
323,"Math",1,61
324,"Physics",4,84
324,"Biology",1,88
324,"Biology",4,100
324,"Physics",3,53
324,"Physics",3,62
324,"Chemistry",1,52
324,"Chemistry",1,63
324,"Math",2,96
324,"Physics",3,95
324,"Biology",2,54
325,"Physics",4,82
325,"Chemistry",2,100
325,"Physics",3,73
325,"Math",1,48
325,"Physics",1,72
325,"Physics",4,52
325,"Math",4,89
325,"Physics",3,56
325,"Math",2,87
325,"Chemistry",3,98
326,"Physics",3,81
326,"Math",1,68
326,"Biology",2,53
326,"Physics",3,50
326,"Math",4,91
326,"Biology",1,94
326,"Chemistry",2,85
326,"Math",4,73
326,"Chemistry",1,91
326,"Chemistry",3,70
327,"Math",3,47
327,"Physics",4,62
327,"Chemistry",3,91
327,"Physics",2,92
327,"Physics",4,88
327,"Math",2,87
327,"Biology",2,71
327,"Math",4,49
327,"Physics",4,92
327,"Math",1,96
328,"Chemistry",4,78
328,"Physics",1,74
328,"Math",4,75
328,"Biology",4,68
328,"Physics",4,84
328,"Biology",1,67
328,"Biology",4,75
328,"Math",2,86
328,"Biology",3,78
328,"Physics",2,50
329,"Math",2,65
329,"Math",2,75
329,"Physics",1,56
329,"Math",2,49
329,"Math",3,88
329,"Biology",1,52
329,"Chemistry",1,58
329,"Biology",1,50
329,"Physics",1,73
329,"Chemistry",2,73
330,"Physics",2,60
330,"Biology",3,86
330,"Math",3,60
330,"Physics",3,93
330,"Physics",4,50
330,"Chemistry",4,93
330,"Biology",3,67
330,"Biology",1,75
330,"Biology",1,47
330,"Physics",3,86
331,"Chemistry",1,57
331,"Biology",1,68
331,"Chemistry",1,90
331,"Biology",3,91
331,"Biology",1,81
331,"Chemistry",2,93
331,"Chemistry",2,64
331,"Chemistry",2,63
331,"Chemistry",1,74
331,"Chemistry",2,87
332,"Physics",2,70
332,"Physics",1,72
332,"Physics",1,62
332,"Biology",3,80
332,"Biology",3,99
332,"Physics",3,61
332,"Biology",1,91
332,"Math",2,56
332,"Math",2,56
332,"Biology",2,61
333,"Math",1,85
333,"Physics",1,86
333,"Physics",3,96
333,"Math",2,97
333,"Physics",2,70
333,"Math",3,74
333,"Physics",4,57
333,"Physics",3,64
333,"Chemistry",2,86
333,"Biology",1,97
334,"Biology",2,93
334,"Math",3,88
334,"Physics",2,74
334,"Chemistry",2,89
334,"Chemistry",3,77
334,"Chemistry",3,61
334,"Math",4,91
334,"Physics",3,49
334,"Math",4,67
334,"Chemistry",3,63
335,"Biology",4,100
335,"Physics",1,58
335,"Physics",1,58
335,"Chemistry",4,63
335,"Biology",2,90
335,"Chemistry",4,88
335,"Math",2,78
335,"Biology",4,51
335,"Chemistry",3,94
335,"Math",3,93
336,"Math",1,87
336,"Physics",3,72
336,"Chemistry",2,66
336,"Math",1,81
336,"Physics",2,55
336,"Math",3,51
336,"Math",3,96
336,"Chemistry",4,77
336,"Chemistry",1,84
336,"Chemistry",1,82
337,"Biology",1,95
337,"Physics",3,72
337,"Biology",3,78
337,"Biology",1,84
337,"Math",2,52
337,"Math",3,68
337,"Math",4,63
337,"Chemistry",1,96
337,"Biology",2,77
337,"Biology",4,68
338,"Math",3,63
338,"Biology",1,56
338,"Math",4,51
338,"Physics",1,86
338,"Math",2,99
338,"Chemistry",1,62
338,"Physics",4,65
338,"Physics",4,79
338,"Physics",4,69
338,"Math",3,49
339,"Chemistry",3,94
339,"Biology",2,74
339,"Math",3,82
339,"Math",3,55
339,"Biology",4,48
339,"Physics",1,77
339,"Math",4,62
339,"Biology",4,90
339,"Biology",2,65
339,"Physics",3,97
340,"Math",1,87
340,"Biology",4,55
340,"Physics",1,77
340,"Chemistry",4,54
340,"Math",4,57
340,"Physics",2,96
340,"Biology",3,94
340,"Physics",4,46
340,"Chemistry",1,67
340,"Physics",2,55
341,"Physics",3,49
341,"Biology",4,76
341,"Chemistry",1,67
341,"Biology",1,45
341,"Physics",3,88
341,"Physics",4,50
341,"Math",2,92
341,"Math",4,94
341,"Physics",1,84
341,"Chemistry",2,61
342,"Biology",4,83
342,"Chemistry",2,47
342,"Physics",4,81
342,"Math",1,83
342,"Biology",1,58
342,"Chemistry",2,57
342,"Math",3,77
342,"Math",2,50
342,"Math",2,62
342,"Biology",2,76
343,"Physics",3,88
343,"Biology",4,94
343,"Biology",3,51
343,"Physics",1,70
343,"Physics",1,86
343,"Math",1,96
343,"Math",4,88
343,"Physics",3,75
343,"Math",2,52
343,"Biology",2,81
344,"Physics",2,48
344,"Chemistry",2,97
344,"Biology",2,78
344,"Math",1,94
344,"Chemistry",2,52
344,"Chemistry",3,86
344,"Biology",1,98
344,"Biology",2,71
344,"Math",3,65
344,"Math",2,97
345,"Chemistry",4,46
345,"Math",3,75
345,"Chemistry",3,92
345,"Math",1,65
345,"Math",4,60
345,"Chemistry",2,73
345,"Chemistry",3,72
345,"Physics",4,91
345,"Physics",4,77
345,"Chemistry",2,50
346,"Chemistry",2,88
346,"Math",4,58
346,"Physics",1,87
346,"Chemistry",3,77
346,"Physics",4,66
346,"Chemistry",4,50
346,"Biology",4,82
346,"Biology",1,50
346,"Chemistry",2,51
346,"Chemistry",1,88
347,"Biology",1,49
347,"Math",1,84
347,"Chemistry",1,96
347,"Physics",2,63
347,"Biology",4,96
347,"Biology",4,52
347,"Math",4,62
347,"Chemistry",4,71
347,"Biology",2,80
347,"Biology",3,50
348,"Math",1,52
348,"Chemistry",4,65
348,"Math",2,88
348,"Math",1,55
348,"Math",2,78
348,"Physics",4,66
348,"Physics",2,75
348,"Math",4,54
348,"Biology",1,78
348,"Chemistry",2,46
349,"Math",3,66
349,"Biology",1,92
349,"Physics",3,75
349,"Chemistry",3,69
349,"Biology",3,88
349,"Biology",2,83
349,"Physics",1,55
349,"Math",3,69
349,"Biology",2,54
349,"Physics",1,47
350,"Chemistry",4,90
350,"Math",3,49
350,"Math",1,56
350,"Chemistry",1,48
350,"Physics",1,78
350,"Biology",3,70
350,"Physics",1,79
350,"Biology",1,69
350,"Chemistry",1,52
350,"Chemistry",3,98
351,"Physics",1,72
351,"Chemistry",1,75
351,"Chemistry",3,67
351,"Math",3,98
351,"Biology",1,84
351,"Math",4,51
351,"Physics",2,67
351,"Physics",2,96
351,"Physics",4,55
351,"Math",4,64
352,"Biology",1,72
352,"Physics",4,82
352,"Physics",2,46
352,"Math",2,67
352,"Physics",1,56
352,"Math",1,53
352,"Physics",1,87
352,"Chemistry",1,68
352,"Math",4,79
352,"Biology",2,80
353,"Math",4,67
353,"Math",1,58
353,"Math",4,75
353,"Biology",3,83
353,"Math",3,100
353,"Physics",4,59
353,"Chemistry",1,89
353,"Biology",2,52
353,"Chemistry",2,99
353,"Math",2,55
354,"Physics",1,71
354,"Math",2,88
354,"Math",3,50
354,"Math",2,100
354,"Physics",2,78
354,"Math",3,68
354,"Chemistry",3,47
354,"Math",3,60
354,"Physics",1,73
354,"Chemistry",1,76
355,"Physics",4,90
355,"Chemistry",3,53
355,"Biology",3,94
355,"Biology",4,53
355,"Biology",2,63
355,"Chemistry",1,71
355,"Biology",3,85
355,"Math",1,85
355,"Chemistry",4,58
355,"Chemistry",3,84
356,"Math",1,87
356,"Biology",4,82
356,"Math",1,65
356,"Physics",2,66
356,"Math",1,58
356,"Math",2,83
356,"Biology",4,93
356,"Biology",2,97
356,"Biology",1,91
356,"Chemistry",4,88
357,"Biology",1,74
357,"Math",4,75
357,"Math",4,61
357,"Math",1,69
357,"Chemistry",2,90
357,"Biology",1,59
357,"Chemistry",1,54
357,"Chemistry",1,50
357,"Physics",3,82
357,"Physics",2,86
358,"Math",1,66
358,"Math",2,52
358,"Biology",1,89
358,"Biology",3,47
358,"Chemistry",1,96
358,"Chemistry",1,90
358,"Biology",1,87
358,"Chemistry",1,61
358,"Chemistry",4,100
358,"Chemistry",4,97
359,"Chemistry",1,86
359,"Chemistry",2,87
359,"Biology",4,92
359,"Physics",1,82
359,"Chemistry",4,61
359,"Chemistry",4,46
359,"Chemistry",2,58
359,"Physics",4,69
359,"Biology",1,48
359,"Math",2,83
360,"Math",3,90
360,"Math",2,84
360,"Physics",3,47
360,"Biology",1,66
360,"Physics",1,88
360,"Physics",2,50
360,"Math",3,74
360,"Biology",2,78
360,"Chemistry",4,61
360,"Physics",1,50
361,"Biology",2,90
361,"Math",2,74
361,"Chemistry",4,79
361,"Math",1,62
361,"Physics",4,91
361,"Chemistry",4,60
361,"Math",4,80
361,"Math",1,76
361,"Math",3,57
361,"Biology",1,62
362,"Chemistry",3,66
362,"Chemistry",1,83
362,"Math",1,61
362,"Math",4,54
362,"Math",1,77
362,"Math",3,71
362,"Biology",3,86
362,"Physics",1,59
362,"Physics",4,77
362,"Chemistry",4,87
363,"Physics",3,85
363,"Chemistry",4,76
363,"Math",2,62
363,"Math",1,63
363,"Math",1,89
363,"Math",3,83
363,"Math",1,83
363,"Biology",3,97
363,"Physics",2,66
363,"Physics",1,88
364,"Chemistry",2,80
364,"Math",2,64
364,"Biology",1,65
364,"Chemistry",2,64
364,"Physics",2,89
364,"Physics",1,65
364,"Physics",3,53
364,"Physics",1,60
364,"Physics",1,86
364,"Physics",2,68
365,"Chemistry",3,94
365,"Physics",2,54
365,"Physics",3,68
365,"Chemistry",3,68
365,"Biology",3,62
365,"Chemistry",4,58
365,"Physics",1,80
365,"Physics",4,78
365,"Chemistry",3,53
365,"Biology",3,96
366,"Biology",2,89
366,"Chemistry",2,49
366,"Biology",4,69
366,"Biology",1,84
366,"Math",1,97
366,"Physics",2,87
366,"Physics",1,70
366,"Physics",1,79
366,"Biology",3,94
366,"Physics",4,87
367,"Physics",4,89
367,"Biology",2,61
367,"Biology",3,52
367,"Physics",2,72
367,"Biology",2,58
367,"Biology",3,60
367,"Biology",4,94
367,"Physics",1,47
367,"Physics",1,61
367,"Physics",1,61
368,"Chemistry",1,66
368,"Biology",1,87
368,"Biology",2,99
368,"Math",4,86
368,"Biology",2,47
368,"Chemistry",3,96
368,"Biology",1,91
368,"Physics",4,72
368,"Physics",3,82
368,"Chemistry",1,62
369,"Chemistry",1,63
369,"Chemistry",2,64
369,"Chemistry",2,72
369,"Biology",3,54
369,"Biology",2,100
369,"Math",1,90
369,"Chemistry",2,99
369,"Math",1,88
369,"Math",3,68
369,"Math",4,96
370,"Biology",3,69
370,"Chemistry",3,61
370,"Physics",1,82
370,"Math",4,45
370,"Biology",1,68
370,"Chemistry",2,83
370,"Physics",2,50
370,"Chemistry",1,55
370,"Chemistry",1,50
370,"Physics",2,77
371,"Biology",1,48
371,"Physics",1,63
371,"Physics",4,50
371,"Biology",3,79
371,"Math",1,74
371,"Physics",2,93
371,"Biology",4,68
371,"Biology",4,63
371,"Biology",2,93
371,"Math",2,59
372,"Math",1,89
372,"Chemistry",3,59
372,"Chemistry",3,66
372,"Math",4,80
372,"Math",3,89
372,"Physics",4,87
372,"Math",4,68
372,"Math",3,75
372,"Biology",4,100
372,"Math",4,69
373,"Physics",4,76
373,"Biology",4,51
373,"Biology",3,90
373,"Biology",4,50
373,"Physics",4,49
373,"Physics",2,58
373,"Biology",4,94
373,"Chemistry",2,63
373,"Chemistry",1,66
373,"Physics",1,82
374,"Biology",4,87
374,"Biology",1,58
374,"Biology",1,53
374,"Biology",3,71
374,"Physics",3,47
374,"Physics",3,96
374,"Physics",4,49
374,"Biology",3,81
374,"Math",2,63
